school_code,prev_sat,SCHOOL OWNERSHIP,SCHOOL CATEGORY,SCHOOL TYPE,COMBINATIONS CATEGORY,ACADEMIC LEVEL CATEGORY,prev_gpa,gpa,sat,STUDENTS,TEACHERS,STUDENT-TEACHER RATIO,student_teacher_ratio
s0853,178.0,,,,,,2.7949,2.3596,178.0,,,,
s0854,14.0,,,,,,1.7976,2.3462,13.0,,,,
s0857,387.0,,,,,,2.9866,3.0098,393.0,,,,
s0859,118.0,,,,,,2.3037,2.8081,86.0,,,,
s0861,106.0,,,,,,3.1116,3.4578,75.0,,,,
s0862,6.0,PRIVATE,GIRLS ONLY,BOARDING,,,2.3056,2.25,6.0,360.0,30.0,12:1,12.0
s0867,511.0,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,2.1712,2.2142,445.0,500.0,30.0,17:1,16.666666666666668
s0870,363.0,,,,,,2.7744,2.2442,286.0,,,,
s0880,75.0,,,,,,2.9756,2.6763,69.0,,,,
s0881,44.0,,,,,,2.4773,2.51,134.0,,,,
s0882,31.0,,,,,,2.7419,2.901,105.0,,,,
s0883,22.0,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,3.3712,3.2971,23.0,620.0,50.0,12:1,12.4
s0884,125.0,,,,,,3.02,2.3769,111.0,,,,
s0885,114.0,,,,,,2.598,2.3333,76.0,,,,
s0887,255.0,,,,,,3.3105,2.7393,202.0,,,,
s0890,170.0,,,,,,2.9912,2.6349,168.0,,,,
s0896,24.0,,,,,,3.3819,2.3086,27.0,,,,
s0901,86.0,,,,,,2.4516,2.5128,78.0,,,,
s0904,84.0,,,,,,2.9325,2.7633,100.0,,,,
s0906,152.0,,,,,,2.1908,2.1655,139.0,,,,
s0909,22.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,ARTS,COMBINED OA,2.6742,2.2323,133.0,250.0,15.0,17:1,16.666666666666668
s0912,151.0,,,,,,2.1788,2.2919,221.0,,,,
s0913,177.0,,,,,,2.7702,2.0794,189.0,,,,
s0922,114.0,,,,,,2.6116,2.5875,139.0,,,,
s0924,73.0,,,,,,2.5708,2.7477,72.0,,,,
s0925,135.0,,,,,,2.6086,2.5897,117.0,,,,
s0927,101.0,GOVERNMENT,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,2.8383,3.0941,85.0,903.0,36.0,25:1,25.083333333333332
s0935,50.0,,,,,,2.45,2.5565,56.0,,,,
s0936,232.0,,,,,,2.2047,2.1467,234.0,,,,
s0938,110.0,,,,,,2.7955,2.8505,97.0,,,,
s0947,60.0,,,,,,2.7389,2.5513,65.0,,,,
s0948,54.0,GOVERNMENT,BOYS AND GIRLS,DAY,,,2.3148,2.035,100.0,500.0,30.0,17:1,16.666666666666668
s0949,140.0,,,,,,2.6071,2.4116,147.0,,,,
s0954,61.0,,,,,,2.6749,2.3897,139.0,,,,
s0956,72.0,,,,,,2.7523,2.6615,97.0,,,,
s0960,412.0,GOVERNMENT,BOYS AND GIRLS,DAY,MIXED,COMBINED OA,3.1545,3.1348,403.0,1800.0,90.0,20:1,20.0
s0961,68.0,,,,,,2.2328,2.4645,94.0,,,,
s0964,74.0,,,,,,2.8851,2.6786,98.0,,,,
s0968,106.0,,,,,,2.783,2.2979,113.0,,,,
s0970,102.0,,,,,,2.4657,2.4627,85.0,,,,
s0972,24.0,,,,,,2.1875,1.9877,27.0,,,,
s0978,51.0,,,,,,2.134,1.7076,58.0,,,,
s0984,60.0,,,,,,2.2667,2.2053,82.0,,,,
s0995,68.0,,,,,,2.1422,1.9231,39.0,,,,
s1008,114.0,,,,,,2.4094,2.2321,135.0,,,,
s1009,75.0,,,,,,2.3,2.0267,100.0,,,,
s1011,78.0,,,,,,2.8184,2.4304,79.0,,,,
s1027,122.0,,,,,,3.1011,2.6684,94.0,,,,
s1032,73.0,GOVERNMENT,BOYS ONLY,BOARDING,ARTS,ALEVEL ONLY,2.3014,2.3816,114.0,200.0,10.0,20:1,20.0
s1033,120.0,,,,,,3.0847,2.7686,85.0,,,,
s1034,104.0,,,,,,3.1651,2.445,103.0,,,,
s1043,165.0,,,,,,2.4495,2.2212,165.0,,,,
s1051,134.0,,,,,,2.8333,2.8745,178.0,,,,
s1053,105.0,,,,,,2.4444,2.4078,132.0,,,,
s1055,32.0,,,,,,2.25,2.1023,46.0,,,,
s1061,70.0,,,,,,3.2381,2.7644,58.0,,,,
s1063,37.0,,,,,,2.6306,2.7143,56.0,,,,
s1068,107.0,,,,,,2.8863,2.7917,72.0,,,,
s1069,48.0,,,,,,2.6285,2.4063,32.0,,,,
s1071,81.0,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,2.856,3.095,115.0,,,Not Available,
s1072,24.0,,,,,,3.5972,3.1222,15.0,,,,
s1077,126.0,,,,,,2.7844,2.5254,164.0,,,,
s1084,58.0,,,,,,2.8707,2.3155,56.0,,,,
s1092,125.0,,,,,,2.8306,2.4738,128.0,,,,
s1093,107.0,,,,,,2.6417,2.7285,98.0,,,,
s1094,7.0,,,,,,2.5,2.6667,4.0,,,,
s1098,117.0,,,,,,2.3604,2.1881,109.0,,,,
s1099,126.0,,,,,,3.1561,2.4499,184.0,,,,
s1104,133.0,,,,,,2.6591,2.4274,124.0,,,,
s1106,199.0,,,,,,2.608,2.8477,267.0,,,,
s1107,162.0,,,,,,2.2088,2.0807,157.0,,,,
s1118,87.0,,,,,,2.3525,1.9286,91.0,,,,
s1119,93.0,,,,,,2.3387,2.7025,121.0,,,,
s1122,39.0,,,,,,2.9402,3.1034,29.0,,,,
s1126,57.0,,,,,,2.8275,2.2672,58.0,,,,
s1127,71.0,,,,,,2.5915,2.4578,79.0,,,,
s1129,144.0,,,,,,2.2604,2.3241,145.0,,,,
s1132,59.0,,,,,,2.5113,2.9517,69.0,,,,
s1136,242.0,,,,,,1.8258,1.8874,222.0,,,,
s1139,87.0,,,,,,2.1935,1.8011,119.0,,,,
s1140,80.0,,,,,,2.6604,1.9218,113.0,,,,
s1141,2.0,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,2.6667,1.75,2.0,1500.0,110.0,14:1,13.636363636363637
s1144,179.0,,,,,,2.5866,2.7618,205.0,,,,
s1148,121.0,,,,,,2.4298,1.721,138.0,,,,
s1153,99.0,,,,,,2.4175,2.5424,59.0,,,,
s1155,123.0,,,,,,2.6206,2.3821,130.0,,,,
s1157,137.0,,,,,,2.5961,2.4303,134.0,,,,
s1159,162.0,,,,,,2.0412,2.1347,167.0,,,,
s1160,177.0,,,,,,2.6864,2.0921,199.0,,,,
s1161,163.0,,,,,,3.1319,2.8787,138.0,,,,
s1164,129.0,,,,,,2.7946,2.2201,156.0,,,,
s1183,94.0,,,,,,2.9415,2.492,104.0,,,,
s1186,109.0,,,,,,3.1269,2.8497,61.0,,,,
s1187,280.0,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,2.7411,2.2877,318.0,1100.0,50.0,22:1,22.0
s1198,17.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,2.4314,2.3158,19.0,560.0,29.0,19:1,19.310344827586206
s1199,139.0,,,,,,2.8489,2.4785,101.0,,,,
s1201,459.0,,,,,,2.683,2.07,370.0,,,,
s1202,38.0,,,,,,2.3991,2.4571,66.0,,,,
s1205,80.0,,,,,,2.5771,2.4835,131.0,,,,
s1215,92.0,,,,,,2.1812,2.0204,131.0,,,,
s1220,134.0,,,,,,2.653,2.8301,103.0,,,,
s1232,66.0,,,,,,2.9545,2.2829,129.0,,,,
s1238,102.0,,,,,,2.4804,2.3235,85.0,,,,
s1240,141.0,,,,,,2.5355,1.9222,135.0,,,,
s1241,216.0,,,,,,2.6944,2.5944,270.0,,,,
s1246,26.0,,,,,,2.9423,2.5952,14.0,,,,
s1251,122.0,GOVERNMENT,BOYS AND GIRLS,DAY AND BOARDING,ARTS,COMBINED OA,1.8142,1.6182,196.0,570.0,22.0,26:1,25.90909090909091
s1255,109.0,,,,,,2.7966,2.2563,93.0,,,,
s1257,52.0,,,,,,2.5737,2.777,68.0,,,,
s1258,49.0,,,,,,2.5272,3.1009,71.0,,,,
s1261,53.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,ARTS,COMBINED OA,2.4528,2.5766,37.0,600.0,30.0,20:1,20.0
s1262,150.0,,,,,,2.6411,2.2417,151.0,,,,
s1264,33.0,,,,,,2.8434,2.6402,44.0,,,,
s1268,124.0,GOVERNMENT,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,1.4288,1.8443,106.0,800.0,50.0,16:1,16.0
s1270,138.0,,,,,,2.6473,2.2947,164.0,,,,
s1272,55.0,,,,,,2.4758,2.9902,68.0,,,,
s1274,75.0,,,,,,2.5267,2.1784,85.0,,,,
s1278,220.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,2.425,2.3082,147.0,1000.0,30.0,33:1,33.333333333333336
s1282,99.0,,,,,,2.6953,2.5918,118.0,,,,
s1284,14.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,2.75,2.6563,17.0,440.0,30.0,15:1,14.666666666666666
s1285,116.0,GOVERNMENT,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,3.3089,3.3183,133.0,682.0,42.0,0:1,16.238095238095237
s1288,113.0,,,,,,3.0605,2.2553,203.0,,,,
s1291,22.0,,,,,,2.5455,2.7976,57.0,,,,
s1315,51.0,,,,,,1.732,1.5972,60.0,,,,
s1318,84.0,,,,,,2.9841,2.6938,80.0,,,,
s1322,39.0,,,,,,2.6282,2.2738,56.0,,,,
s1324,73.0,,,,,,3.0046,1.7996,94.0,,,,
s1338,122.0,,,,,,2.3224,2.1807,107.0,,,,
s1339,4.0,,,,,,3.125,2.2333,10.0,,,,
s1340,142.0,,,,,,2.9002,2.4103,158.0,,,,
s1341,81.0,,,,,,2.6481,2.7883,75.0,,,,
s1343,193.0,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,2.7504,2.6581,155.0,,,Not Available,
s1344,105.0,,,,,,2.3524,2.316,96.0,,,,
s1349,342.0,,,,,,2.7763,2.3688,334.0,,,,
s1351,169.0,,,,,,2.7899,2.6691,270.0,,,,
s1353,57.0,,,,,,1.6813,1.75,58.0,,,,
s1356,54.0,,,,,,2.9599,2.8236,120.0,,,,
s1361,187.0,,,,,,3.1488,2.7526,225.0,,,,
s1366,77.0,,,,,,1.8463,1.7057,94.0,,,,
s1373,98.0,,,,,,2.9082,2.3026,65.0,,,,
s1375,562.0,,,,,,2.645,2.7264,645.0,,,,
s1378,125.0,,,,,,3.8227,3.7149,159.0,,,,
s1380,144.0,,,,,,3.8356,4.0302,234.0,,,,
s1383,30.0,,,,,,2.5222,2.5505,33.0,,,,
s1384,71.0,,,,,,1.7864,1.9846,54.0,,,,
s1392,111.0,,,,,,1.8393,1.7569,133.0,,,,
s1402,43.0,,,,,,1.8915,2.2712,51.0,,,,
s1410,92.0,,,,,,2.7681,2.7201,103.0,,,,
s1411,120.0,,,,,,2.0667,1.7857,84.0,,,,
s1418,73.0,,,,,,2.3242,1.9254,67.0,,,,
s1420,122.0,,,,,,2.8074,2.4129,132.0,,,,
s1430,158.0,,,,,,3.289,2.6167,80.0,,,,
s1433,20.0,,,,,,2.225,2.4474,20.0,,,,
s1434,13.0,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,3.0769,3.7381,7.0,600.0,30.0,20:1,20.0
s1442,77.0,GOVERNMENT,BOYS AND GIRLS,DAY AND BOARDING,ARTS,COMBINED OA,1.6342,1.7451,68.0,975.0,38.0,26:1,25.657894736842106
s1450,45.0,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,2.4037,2.9281,102.0,300.0,20.0,15:1,15.0
s1454,111.0,,,,,,1.9489,2.6044,107.0,,,,
s1463,65.0,,,,,,2.5667,2.545,63.0,,,,
s1466,81.0,,,,,,2.0576,2.1048,70.0,,,,
s1469,7.0,,,,,,2.4048,2.2667,5.0,,,,
s1474,32.0,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,2.6771,2.0797,23.0,400.0,25.0,16:1,16.0
s1482,86.0,,,,,,2.7984,3.0049,102.0,,,,
s1495,23.0,,,,,,3.0725,2.4896,16.0,,,,
s1498,156.0,,,,,,2.6806,2.5307,152.0,,,,
s1507,113.0,,,,,,2.5088,2.5988,108.0,,,,
s1509,52.0,,,,,,1.9359,1.9394,99.0,,,,
s1519,18.0,PRIVATE,BOYS AND GIRLS,DAY,MIXED,COMBINED OA,3.1481,2.402,34.0,144.0,12.0,12:1,12.0
s1522,103.0,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,2.8382,2.5105,79.0,530.0,45.0,12:1,11.777777777777779
s1531,71.0,,,,,,2.5047,2.7173,125.0,,,,
s1535,121.0,,,,,,2.5399,2.1062,124.0,,,,
s1549,74.0,,,,,,2.6441,2.3372,129.0,,,,
s1552,142.0,,,,,,2.8192,2.7292,88.0,,,,
s1573,50.0,,,,,,1.82,1.7361,48.0,,,,
s1578,129.0,,,,,,2.4186,2.4744,163.0,,,,
s1584,290.0,,,,,,2.5632,2.0328,351.0,,,,
s1593,16.0,,,,,,2.6979,2.4545,11.0,,,,
s1596,165.0,,,,,,2.5475,2.4366,134.0,,,,
s1598,369.0,,,,,,2.8582,2.5541,234.0,,,,
s1599,382.0,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,2.4538,2.377,309.0,700.0,65.0,11:1,10.76923076923077
s1600,53.0,,,,,,2.8679,2.2626,33.0,,,,
s1604,23.0,PRIVATE,BOYS ONLY,,SCIENCE,COMBINED OA,2.2464,2.3542,40.0,205.0,20.0,10:1,10.25
s1608,106.0,,,,,,2.8213,2.5206,115.0,,,,
s1609,15.0,,,,,,2.5111,2.625,20.0,,,,
s1610,115.0,,,,,,2.3391,2.2694,60.0,,,,
s1611,193.0,,,,,,3.4344,3.4964,185.0,,,,
s1623,9.0,,,,,,3.1852,2.9242,11.0,,,,
s1628,53.0,,,,,,3.0818,2.8654,78.0,,,,
s1637,83.0,,,,,,2.8052,2.5,92.0,,,,
s1645,17.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,2.6863,2.5359,51.0,820.0,32.0,26:1,25.625
s1648,110.0,,,,,,2.2788,2.0302,105.0,,,,
s1659,113.0,,,,,,2.4882,2.1414,79.0,,,,
s1661,113.0,,,,,,3.5133,2.8919,91.0,,,,
s1662,60.0,,,,,,2.3194,2.0603,47.0,,,,
s1668,116.0,,,,,,2.3434,2.5851,143.0,,,,
s1718,116.0,,,,,,2.6753,2.8951,89.0,,,,
s1719,100.0,,,,,,2.905,2.5661,111.0,,,,
s1722,250.0,,,,,,3.106,2.8372,260.0,,,,
s1732,61.0,,,,,,3.1858,3.0629,98.0,,,,
s1757,113.0,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,2.531,2.7626,99.0,800.0,60.0,13:1,13.333333333333334
s1769,65.0,,,,,,3.1949,2.5063,80.0,,,,
s1770,37.0,,,,,,3.1847,2.9778,45.0,,,,
s1800,165.0,,,,,,2.8525,2.9194,244.0,,,,
s1821,32.0,,,,,,2.2969,2.0426,43.0,,,,
s1822,32.0,,,,,,2.4323,3.0078,43.0,,,,
s1865,90.0,,,,,,2.587,2.0778,75.0,,,,
s1884,83.0,,,,,,2.1365,2.2326,96.0,,,,
s1888,123.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,1.9621,2.0152,111.0,150.0,12.0,13:1,12.5
s1913,49.0,,,,,,2.898,2.9756,41.0,,,,
s1936,52.0,,,,,,2.3301,1.837,46.0,,,,
s1939,231.0,,,,,,2.7994,2.9242,247.0,,,,
s2006,77.0,,,,,,2.119,2.0527,79.0,,,,
s2010,10.0,PRIVATE,BOYS AND GIRLS,,MIXED,COMBINED OA,3.5167,3.3438,16.0,320.0,20.0,16:1,16.0
s2044,52.0,,,,,,2.0769,2.0856,74.0,,,,
s2067,72.0,,,,,,2.838,2.5562,92.0,,,,
s2073,102.0,,,,,,2.9134,2.6105,98.0,,,,
s2105,39.0,,,,,,2.4231,2.9069,34.0,,,,
s2119,23.0,,,,,,3.2899,3.2745,34.0,,,,
s2147,70.0,,,,,,2.1881,2.5977,29.0,,,,
s2153,29.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,ARTS,COMBINED OA,2.8333,2.4008,42.0,300.0,12.0,25:1,25.0
s2178,37.0,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,2.6892,2.2538,44.0,600.0,60.0,10:1,10.0
s2180,36.0,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,2.25,2.1375,41.0,500.0,30.0,17:1,16.666666666666668
s2186,106.0,,,,,,2.1997,2.234,94.0,,,,
s2191,60.0,GOVERNMENT,BOYS AND GIRLS,DAY AND BOARDING,ARTS,COMBINED OA,2.2444,2.0776,73.0,435.0,19.0,23:1,22.894736842105264
s2211,70.0,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,2.369,2.5203,41.0,400.0,40.0,10:1,10.0
s2213,156.0,,,,,,2.7788,2.6365,177.0,,,,
